OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WA,USGS Washington Water Science Center,USGS-485749122250301,40N/03E-16A01   AG-15,Well,,17110004,,,,,48.96335556000000,-122.4189583000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,120,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19940727,32,ft,32,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485751122241601,40N/03E-10Q01 AG-04,Well,,17110004,,,,,48.96413330000000,-122.4059417000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,126,feet,5,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19971010,30,ft,30,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485802119383200,SIMILKAMEEN R-4.5,Stream,,17020007,,,,,48.96722220000000,-119.6422222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1150,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,047,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485817122244701,40N/03E-10L01   AG-13,Well,,17110004,,,,,48.97156389000000,-122.4111110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,128,feet,5,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,,18,ft,18,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485917122241901,40N/03E-03G02 AG06,Well,,17110004,,,,,48.98784167000000,-122.4067500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,140,feet,1,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Sumas Drift of Fraser Glaciation,Unconfined single aquifer,19971009,28,ft,29,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485930122431001,40N/01E-05D02   SU-007,Well,,17110002,,,,,48.99156110000000,-122.7207694000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,130,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Glacio-Fluviatile,,19911210,98,ft,99,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485932122241601,40N/03E-03B01   MW-SU-017,Well,,17110004,,,,,48.99198330000000,-122.4063694000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,144,feet,30,feet,Interpolated from topographic map.,NGVD29,US,53,073,Puget Sound aquifer system,,Sumas Drift of Fraser Glaciation,,19880425,29,ft,29,ft,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-485955121042501,ROSS LAKE - NEAR CANADIAN BORDER,"Lake, Reservoir, Impoundment",,17110005,,,,,48.99862220000000,-121.0736000000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1595,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,073,,,,,,,,,,NWIS
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BNK001,Banks Lake Near Pumping Plant,Lake,,17020014,,,,,47.9440000000,-119.0300000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-BNK010,Banks Lake near boat ramp,Reservoir,,17020014,,,,,47.9357000000,-119.0304000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP008,RCD WW AT OSULLIVAN RD XING,Canal Irrigation,,17020015,,,,,47.0047222000,-119.2183333000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP010,POTHOLES CANAL AT HEADWORKS,Canal Irrigation,,17020015,,,,,46.9816667000,-119.2605556000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP011,LIND COULEE AT RT17 XING,River/Stream,,17020015,,,,,47.0102778000,-119.1391667000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP012,SCOOTENEY WW AT SCOOTENEY R.E.,Canal Irrigation,,17020016,,,,,46.7222222000,-119.0263889000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP014,POTHOLES E CA AT MILE 38.0,Canal Irrigation,,17020016,,,,,46.5905556000,-119.0497222000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP015,POTHOLES E CA AT MILE 65.8,Canal Irrigation,,17020016,,,,,46.3880556000,-119.2405556000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP016,W645 DR AT SEC34 T18N R25E,Canal Irrigation,,17020015,,,,,47.0008333000,-119.5583333000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP017,PE16.4 WW AT HENDRICKS RD,Canal Irrigation,,17020016,,,,,46.6727778000,-119.1500000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP028,WINCHESTER WW AT GAGING STATION,Canal Irrigation,,17020015,,,,,47.0000000000,-119.4247222000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP029,PE16.4 WW AT COLUMBIA RIVER,Canal Irrigation,,17020016,,,,,46.5055556000,-119.2591667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP030,CRAB CR LAT AT CRAB CR WW,Canal Irrigation,,17020015,,,,,46.8769444000,-119.3505556000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,001,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP032,W CA AT FRENCHMAN HILLS WW,Canal Irrigation,,17020015,,,,,46.9755556000,-119.6611111000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP036,LOWER CRAB CK ABV CONF REDROCK COULEE,River/Stream,,17020015,,,,,46.8482222000,-119.5794722000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP046,WB5 LATERAL AT WB CANAL,Canal Irrigation,,17020016,,,,,46.6722222000,-119.1611111000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP051,ELTOPIA B CA AT EB WW,Canal Irrigation,,17020016,,,,,46.4519444000,-119.0280556000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP052,ESQUATZEL DIV CHNL AT COLUMBIA R,Canal Irrigation,,17020016,,,,,46.3586111000,-119.2566667000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP060,ROCKY FORD CR AT RT17,Canal Irrigation,,17020015,,,,,47.2611111000,-119.4519444000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP061,PARKER HORN AT 7NE CORD,Canal Irrigation,,17020015,,,,,47.1888889000,-119.2666667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP062,FRENCHMAN HILLS WW AT GAGING STA,Canal Irrigation,,17020015,,,,,46.9761111000,-119.4302778000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP065,EL68D WW AT RT17 XING,Canal Irrigation,,17020016,,,,,46.7300000000,-119.0488889000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP071,MOSES  AT OUTLET,Reservoir,,17020015,,,,,47.0805556000,-119.3333333000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP072,LOWER CRAB CR AT CRAB CR RD,River/Stream,,17020015,,,,,46.8152778000,-119.9233333000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP075,RB4C WW SEC28 T17N R23E,Canal Irrigation,,17020010,,,,,46.9300000000,-119.9425000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP078,DPE 215 AT RT26,Canal Irrigation,,17020015,,,,,46.8141667000,-119.3541667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,001,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP079,LOWER CRAB CR AT MC MANNAN RD,River/Stream,,17020015,,,,,46.8958333000,-119.3027778000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,001,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP080,DCC1 AT RED ROCK COULEE RD,Canal Irrigation,,17020015,,,,,46.8761111000,-119.5972222000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP083,QD WW AT WEST CANAL,Canal Irrigation,,17020015,,,,,47.2150000000,-119.8838889000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP084,W645 W AT R-WRD,Canal Irrigation,,17020015,,,,,47.2013889000,-119.8750000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP086,W35.9 BWW AT END,Canal Irrigation,,17020010,,,,,47.1500000000,-119.8958333000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP087,WB5 WW1 AT COLUMBIA RIVER,Canal Irrigation,,17020016,,,,,46.5366667000,-119.2800000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP088,ESQUATZEL CHANNEL AT SHEFFIELD R,Canal Irrigation,,17020016,,,,,46.5763889000,-119.0083333000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP090,PE16.4 WW AT ADAMS FRANKLIN CN L,Canal Irrigation,,17020016,,,,,46.7388889000,-119.1833333000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,001,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP094,CALICHE S OUTFLOW,River/Stream,,17020010,,,,,47.0388889000,-119.9416667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP095,HILLTOP  OUTFLOW,River/Stream,,17020010,,,,,47.0333333000,-119.9500000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP096,SADDLE MTN WW AT HWY24,Canal Irrigation,,17020016,,,,,46.7138889000,-119.6680556000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP097,SW1/4 SEC21 T18N R26E,Canal Irrigation,,17020015,,,,,47.0358333000,-119.5500000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP098,"MATTAWA DRAIN,S3 T13N R24E",Canal Drainage,,17020016,,,,,46.6333333000,-119.8000000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP099,"PRIEST RAPIDS WASTEWAY,S33 T15N R23E",Canal Irrigation,,17020016,,,,,46.7333333000,-119.9666667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP101,TRINIDAD SPRINGS,Spring,,17020010,,,,,47.2500000000,-120.0000000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP103,DAMON SPRING DRAW,Spring,,17020010,,,,,47.1000000000,-120.0000000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP107,EVERGREEN SPRINGS,Spring,,17020010,,,,,47.1166667000,-119.9333333000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP108,RB55 WASTEWAY AT HIWAY243,Canal Irrigation,,17020010,,,,,46.8883333000,-119.9536111000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP109,RBC WASTEWAY AT LOWER CRAB CK RD S35 T16N R23E,Canal Irrigation,,17020015,,,,,46.8319444000,-119.9097222000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP110,WB10 WW AT COLUMBIA RIVER,Canal Irrigation,,17020016,,,,,46.6755556000,-119.4500000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP111,CRAB CREEK AT IRBY CROSSING,River/Stream,,17020013,,,,,47.3605556000,-118.8488889000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,043,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP114,Rocky Ford Spring at Hatchery,Spring,,17020015,,,,,47.3322000000,-119.4320400000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP115,Rocky Ford Spring at Manhole,Spring,,17020015,,,,,47.3250000000,-119.4400000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP118,Billy Clap Outflow Rd J NE Birdge 1.5 Miles From Dam,Canal Irrigation,,17020014,,,,,47.4363000000,-119.5540000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP120,Moses Lake 250 Meters Above Dam,Lake,,17020015,,,,,47.0810000000,-119.3300000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP122,Potholes 200 Meters Above Dam,Reservoir,,17020015,,,,,46.9840000000,-119.2610000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP124,Scooteney Reservoir 2 Miles Above Dam,Reservoir,,17020016,,,,,46.7046000000,-119.0250000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP125,Scooteney Reservoir Boat Ramp,Reservoir,,17020016,,,,,46.6973000000,-119.0270000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,021,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP161,Crab Creek at Highway 17 crossing,River/Stream,,17020015,,,,,47.1359722000,-119.2777222000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP300,CORP OF ENG.PUMP AT PASCO,Canal Irrigation,,17020016,,,,,46.2166667000,-119.1166667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,005,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP554,W61C W/W_I_90 AB VANTAGE,Canal Irrigation,,17020010,,,,,46.9583333000,-119.9666667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP709,"Upstream From Fish Hatchery, Canal W22B11",Canal Irrigation,,17020015,,,,,47.1983600000,-119.6894400000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP710,Fish Hatchery and Winchester Confluence,Canal Irrigation,,17020015,,,,,47.1943400000,-119.6869400000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP711,Winchester WW at Fish Hatchery,Canal Irrigation,,17020015,,,,,47.1943000000,-119.6871333000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP712,Main Canal at Bification,Canal Irrigation,,17020015,,,,,47.4224167000,-119.3689667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP713,Winchester WW below Highway28,Canal Irrigation,,17020015,,,,,47.2345833000,-119.6998667000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-CBP714,Winchester WW at Frontage Road,Canal Irrigation,,17020015,,,,,47.1024833000,-119.6208333000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR005,FDR at Kettle Falls Area,Reservoir,,17020001,,,,,48.5985333000,-118.1301500000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,019,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR006,FDR at Lincoln City Boat Ramp,Reservoir,,17020001,,,,,47.8315833000,-118.4034500000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,043,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR008,FDR at Keller Ferry Area,Reservoir,,17020001,,,,,47.9121500000,-118.7130000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,019,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-FDR010,FDR at logbboom u/s of FDRW water quality site,Reservoir,,17020001,,,,,47.9519333000,-118.9753500000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,047,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-USBR004,Billy Clapp Lake Near Long Lake Dam,Lake,,17020014,,,,,47.4500000000,-119.2470000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,025,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAP001,Spectacle Lake 200 Meters Above Outlet,Lake,,17020006,,,,,48.8147300000,-119.5240000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,047,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAP003,Salmon Lake Dam 200 Meters Above Dam,Lake,,17020006,,,,,48.5589800000,-119.7440000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,047,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAP005,Conconully Reservoir 200 Meters Above Dam,Reservoir,,17020006,,,,,48.5390400000,-119.7530000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,047,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAP007,Lake Chelan 200 Meters Above Dam,Lake,,17020009,,,,,47.8355400000,-120.0150000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,007,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAP100,Spectacle Lake Outflow Near Loomis Oroville Road,Canal Irrigation,,17020006,,,,,48.8157800000,-119.5150000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,047,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAP101,Salmon Lake Dam Outflow,River/Stream,,17020006,,,,,48.5573000000,-119.7470000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,047,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-WAP102,Conconully Reservoir Outflow,River/Stream,,17020006,,,,,48.5354400000,-119.7490000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,047,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV312,Ahtanum Ck at American Fruit Rd,River/Stream,,17030003,,,,,46.5318600000,-120.6814900000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV313,"North Satus Side Channel, Headend",River/Stream,,17030003,,,,,46.5318600000,-120.6814900000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV314,"North Satus Side Channel, Tailend",River/Stream,,17030003,,,,,46.3028300000,-120.1308400000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV315,E McBrides Dr 1/2 m S of Totus R,River/Stream,,17030003,,,,,46.2779200000,-120.1262600000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV316,Sumac Lake Outlet 1,River/Stream,,17030003,,,,,46.2830900000,-120.1001900000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV361,Drain303 at Highway22,Canal Drainage,,17030003,,,,,46.2294444000,-120.0141111000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV362,Drain302 at Holt/Highway22,Canal Drainage,,17030003,,,,,46.2330555000,-120.0489722000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV363,Spillway Drain2 at Mose Bar,Canal Drainage,,17030003,,,,,46.2455833000,-120.0913888000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV364,Satus South Drain at Highway22,Canal Drainage,,17030003,,,,,46.2598888000,-120.1325555000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV365,Satus Creek at Satus Longhouse Road,Canal Drainage,,17030003,,,,,46.2756111000,-120.1377222000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV366,Coulee Drain at Satus Longhouse Road,Canal Drainage,,17030003,,,,,46.2983333000,-120.1398333000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV367,Toppenish Creek at Indian Church Road,River/Stream,,17030003,,,,,46.3144444000,-120.1982500000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV368,Marion Drain at Indian Church Road,Canal Drainage,,17030003,,,,,46.3310555000,-120.1986944000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV369,SubDrain 35 at Connie Road,Canal Drainage,,17030003,,,,,46.3365833000,-120.2295000000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV370,Parton Drain at Connie Road,Canal Drainage,,17030003,,,,,46.3490000000,-120.2295555000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-YAV371,SubDrain93 at Connie Road,Canal Drainage,,17030003,,,,,46.3552222000,-120.2298888000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,077,,,,,,,,,,STORET
