OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-09-19-10220-4,Sample-Routine,Water,,2016-09-19,,,2016-09-23,,,,,,,,,,,4,NITRATE,,WASIT-022,Pilchuck Cr @ Jackson Gulch Rd (MS),,,,,48.2099000000,-122.2258000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731877762,,,Nitrate,Total Recoverable,0.5,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:59,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-10-24-12200-4,Sample-Routine,Water,,2016-10-24,,,2016-10-27,,,,,,,,,,,4,NITRATE,,WASIT-220,Brenner Hatchery Spring 2 Center,,,,,48.0949600000,-122.0052300000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731868746,,,Nitrate,Total Recoverable,0.7,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:24,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-05-16-12100-4,Sample-Routine,Water,,2016-05-16,,,2016-05-18,,,,,,,,,,,4,NITRATE,,WASIT-210,Brenner Creek (Lower),,,,,48.0978500000,-122.0023200000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731860659,,,Nitrate,Total Recoverable,0.5,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:50:48,STORET
NOOKSACK_WQX,Nooksack Indian Tribe (Tribal),NOOKSACK_WQX-SW11_2016_10_5,Field Msr/Obs,Water,,2016-10-05,,,,,,,,,,,,,,NooksackRiverWatershed,Nooksack Watershed Water Quality Monitoring,,NOOKSACK_WQX-SW11,North Fishtrap Creek at Halverstick Rd,,,,,49.0005683600,-122.4076551000,,,,,,STORET-956856634,,as NO3,Nitrate,Dissolved,2.51,mg/L,,Final,,Actual,,,,,,,,,,::SampleDateTime: 2016-10-05 11:49:25::,,,,,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2022-10-26T18:25:25,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-SNY27_160331_125611,Field Msr/Obs,Water,,2016-03-31,12:56:11,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-SNY-27,Sam Snyder Creek,,,,,47.7304000000,-122.5960000000,,,,,,STORET-695263089,,as N,Nitrate,Unfiltered,3.44,mg/L,,Final,,Actual,,,,,,,,,,Mar 31 2016 12:56PM   ::SampleDateTime: 2016-03-31 12:56:11::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:31:08,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-04-11-12250-4,Sample-Routine,Water,,2016-04-11,,,2016-04-13,,,,,,,,,,,4,NITRATE,,WASIT-225,Trib 05-0070 Kackman Rd,,,,,48.2242000000,-122.1920000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731870999,,,Nitrate,Total Recoverable,0.7,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:32,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-01-11-10090-4,Sample-Routine,Water,,2016-01-11,,,2016-01-15,,,,,,,,,,,4,NITRATE,,WASIT-009,Harvey Cr (K) below hatchery outfall,,,,,48.2184500000,-122.1364100000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731843628,,,Nitrate,Total Recoverable,0.7,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:49:24,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-09-19-12200-4,Sample-Routine,Water,,2016-09-19,,,2016-09-23,,,,,,,,,,,4,NITRATE,,WASIT-220,Brenner Hatchery Spring 2 Center,,,,,48.0949600000,-122.0052300000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731868736,,,Nitrate,Total Recoverable,2.2,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:24,STORET
SWINOMISH,Swinomish Indian Tribal Community (Tribal),SWINOMISH-SNE2_SAMP_2016-04-25,Sample-Routine,Water,,2016-04-25,,,,,,,,,,,,,,SWQMP,Swinomish Water Quality Monitoring Program,,SWINOMISH-SNE2,Snee-Oosh Creek,,,,,48.3960976166,-122.5353937413,Lab-SampleW,SWINOMISH,Lab-SampleW -Water Bottle,,Water Bottle,STORET-648640181,,,Nitrate,Total,0.75,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300(A),USEPA,300 A  ~ Inorganic Anions by Ion Chromatography,,,,,,,,,,,2017-08-14T18:10:15,STORET
YAKIMAVLYDAIRIES_WQX,Yakima Valley Dairies,YAKIMAVLYDAIRIES_WQX-YVD-05-160620_TASP,Sample-Routine,Water,,2016-06-20,,,,,,,,,,,,,,SDWA-10-2013-0800,Groundwater Monitoring,,YAKIMAVLYDAIRIES_WQX-YVD-05,YVD-05,,,,,46.4044569100,-120.1427904200,STNDRD_SCP,YAKIMAVLYDAIRIES_WQX,Standard Sample Collection,,Pump/Bailer,STORET-572818816,,,Nitrate,Total,3.0,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YAKIMAVLYDAIRIES_WQX/activities/YAKIMAVLYDAIRIES_WQX-YVD-05-160620_TASP/results/572818816/resdetectqntlmts,Reporting limit,0.40,mg/L,,2016-09-08T17:50:33,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-04-11-22070-4,Quality Control Sample-Field Replicate,Water,,2016-04-11,,,2016-04-13,,,,,,,,,,,4,NITRATE,,WASIT-207,Mainstem Stillaguamish R upstream of Pilchuck Cr,,,,,48.2087000000,-122.2216000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731846835,,,Nitrate,Total Recoverable,2.9,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:49:39,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-04-11-12070-4,Sample-Routine,Water,,2016-04-11,,,2016-04-13,,,,,,,,,,,4,NITRATE,,WASIT-207,Mainstem Stillaguamish R upstream of Pilchuck Cr,,,,,48.2087000000,-122.2216000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731864605,,,Nitrate,Total Recoverable,0.9,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:05,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-02-08-11410-4,Sample-Routine,Water,,2016-02-08,,,2016-02-10,,,,,,,,,,,4,NITRATE,,WASIT-141,Miller Cr @ Miller Rd culvert,,,,,48.2218400000,-122.3177700000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731843343,,,Nitrate,Total Recoverable,1.6,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:49:23,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-09-19-12070-4,Sample-Routine,Water,,2016-09-19,,,2016-09-23,,,,,,,,,,,4,NITRATE,,WASIT-207,Mainstem Stillaguamish R upstream of Pilchuck Cr,,,,,48.2087000000,-122.2216000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731889750,,,Nitrate,Total Recoverable,2.2,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:52:51,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-04-11-10220-4,Sample-Routine,Water,,2016-04-11,,,2016-04-13,,,,,,,,,,,4,NITRATE,,WASIT-022,Pilchuck Cr @ Jackson Gulch Rd (MS),,,,,48.2099000000,-122.2258000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731884409,,,Nitrate,Total Recoverable,0.9,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:52:30,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-03-14-12200-4,Sample-Routine,Water,,2016-03-14,,,2016-03-16,,,,,,,,,,,4,NITRATE,,WASIT-220,Brenner Hatchery Spring 2 Center,,,,,48.0949600000,-122.0052300000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731878477,,,Nitrate,Total Recoverable,2.4,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:52:02,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-075:201608031200,Sample-Other,Water,,2016-08-03,12:00:00,PDT,,,,,,,,,,,,Hood Canal Regional Pollution,The Hood Canal Regional Pollution Identification and Correction (PIC) Program,,KITSAPCHD_WQX-U-075,HoodCanalShorelineU-075,,,,,47.4282000000,-122.8554000000,WQ_sample,KITSAPCHD_WQX,WaterQuality_sample,,Water Bottle,STORET-603575856,,as NO3,Nitrate,Filterable,3.063,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/KITSAPCHD_WQX/activities/KITSAPCHD_WQX-U-075%3A201608031200/results/603575856/resdetectqntlmts,Lower Reporting Limit,0.0021,mg/L,,2017-03-23T17:52:46,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-01-11-12100-4,Sample-Routine,Water,,2016-01-11,,,2016-01-15,,,,,,,,,,,4,NITRATE,,WASIT-210,Brenner Creek (Lower),,,,,48.0978500000,-122.0023200000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731869145,,,Nitrate,Total Recoverable,0.7,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:25,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-04-11-12100-4,Sample-Routine,Water,,2016-04-11,,,2016-04-13,,,,,,,,,,,4,NITRATE,,WASIT-210,Brenner Creek (Lower),,,,,48.0978500000,-122.0023200000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731878456,,,Nitrate,Total Recoverable,2.9,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:52:02,STORET
QIN_WQX,Quinault Indian Nation (Tribal),QIN_WQX-STRM-013-2016-08-30-C,Sample-Routine,Water,,2016-08-30,,,,,,,,,,,,,,QINNRSA16,Quinault Rivers and Streams Assessment using EPA's NRSA Protocol,,QIN_WQX-STRM-013,Queets River STRM-013,,,,,47.5314000000,-124.3280000000,QAPP,QIN_WQX,Grab,,Water Bottle,STORET-709563538,,as N,Nitrate,Dissolved,0.0060,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-NO3(H),APHA,4500 NO3 H ~ Nitrate in Water- Automated Hydrazine Reduction,,https://www.nemi.gov/methods/method_summary/7417/,GLEC,,,,,,,,2018-03-23T17:08:24,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-10-24-12220-4,Sample-Routine,Water,,2016-10-24,,,2016-10-27,,,,,,,,,,,4,NITRATE,,WASIT-222,Brenner Creek Tank 7,,,,,48.0976000000,-122.0040000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731869075,,,Nitrate,Total Recoverable,1,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:25,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-10-24-12220-4,Sample-Routine,Water,,2016-10-24,,,2016-10-27,,,,,,,,,,,4,NITRATE,,WASIT-222,Brenner Creek Tank 7,,,,,48.0976000000,-122.0040000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731869070,,,Nitrate,Total Recoverable,0.7,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:25,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-06-20-12190-4,Sample-Routine,Water,,2016-06-20,,,2016-06-22,,,,,,,,,,,4,NITRATE,,WASIT-219,Brenner Hatchery Spring 1 West,,,,,48.0949900000,-122.0051100000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731844747,,,Nitrate,Total Recoverable,0.9,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:49:29,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-01-11-10160-4,Sample-Routine,Water,,2016-01-11,,,2016-01-15,,,,,,,,,,,4,NITRATE,,WASIT-016,Johnson Cr @ Hatchery (NF),,,,,48.2785000000,-121.9575800000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731847248,,,Nitrate,Total Recoverable,1.4,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:49:41,STORET
SWINOMISH,Swinomish Indian Tribal Community (Tribal),SWINOMISH-FOR2_SAMP_2016-07-11,Sample-Routine,Water,,2016-07-11,,,,,,,,,,,,,,SWQMP,Swinomish Water Quality Monitoring Program,,SWINOMISH-FOR2,Fornsby Creek,,,,,48.4319768100,-122.5164833828,Lab-SampleW,SWINOMISH,Lab-SampleW -Water Bottle,,Water Bottle,STORET-648638853,,,Nitrate,Total,0.66,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300(A),USEPA,300 A  ~ Inorganic Anions by Ion Chromatography,,,,,,,,,,,2017-08-14T18:10:02,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-02-08-12070-4,Sample-Routine,Water,,2016-02-08,,,2016-02-10,,,,,,,,,,,4,NITRATE,,WASIT-207,Mainstem Stillaguamish R upstream of Pilchuck Cr,,,,,48.2087000000,-122.2216000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731854299,,,Nitrate,Total Recoverable,1.9,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:50:25,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-02-08-12220-4,Sample-Routine,Water,,2016-02-08,,,2016-02-10,,,,,,,,,,,4,NITRATE,,WASIT-222,Brenner Creek Tank 7,,,,,48.0976000000,-122.0040000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731864559,,,Nitrate,Total Recoverable,0.5,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:51:05,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-03-14-11410-4,Sample-Routine,Water,,2016-03-14,,,2016-03-16,,,,,,,,,,,4,NITRATE,,WASIT-141,Miller Cr @ Miller Rd culvert,,,,,48.2218400000,-122.3177700000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731885380,,,Nitrate,Total Recoverable,0.7,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:52:34,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-02-08-12250-4,Sample-Routine,Water,,2016-02-08,,,2016-02-10,,,,,,,,,,,4,NITRATE,,WASIT-225,Trib 05-0070 Kackman Rd,,,,,48.2242000000,-122.1920000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731880935,,,Nitrate,Total Recoverable,2.1,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:52:16,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-04-11-22070-4,Quality Control Sample-Field Replicate,Water,,2016-04-11,,,2016-04-13,,,,,,,,,,,4,NITRATE,,WASIT-207,Mainstem Stillaguamish R upstream of Pilchuck Cr,,,,,48.2087000000,-122.2216000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731846829,,,Nitrate,Total Recoverable,0.4,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:49:39,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-06-20-12100-4,Sample-Routine,Water,,2016-06-20,,,2016-06-22,,,,,,,,,,,4,NITRATE,,WASIT-210,Brenner Creek (Lower),,,,,48.0978500000,-122.0023200000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731851658,,,Nitrate,Total Recoverable,0.3,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:50:10,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-KLE01_160901_142354,Field Msr/Obs,Water,,2016-09-01,14:23:54,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-KLE-01,Klebeal (aka Thompson) Cr.,,,,,47.7129000000,-122.5730000000,,,,,,STORET-695261837,,as N,Nitrate,Unfiltered,6.3,mg/L,,Final,,Actual,,,,,,,,,,Sep  1 2016  2:23PM   ::SampleDateTime: 2016-09-01 14:23:54::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:59,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-KLE01_160120_152547,Field Msr/Obs,Water,,2016-01-20,15:25:47,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-KLE-01,Klebeal (aka Thompson) Cr.,,,,,47.7129000000,-122.5730000000,,,,,,STORET-695261671,,as N,Nitrate,Unfiltered,4.49,mg/L,,Final,,Actual,,,,,,,,,,Jan 20 2016  3:25PM   ::SampleDateTime: 2016-01-20 15:25:47::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:58,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-02-08-12250-4,Sample-Routine,Water,,2016-02-08,,,2016-02-10,,,,,,,,,,,4,NITRATE,,WASIT-225,Trib 05-0070 Kackman Rd,,,,,48.2242000000,-122.1920000000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731880931,,,Nitrate,Total Recoverable,1.5,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:52:16,STORET
WASIT,Stillaguamish Tribe of Indians of Washington (Tribal),WASIT-2016-05-16-12240-4,Sample-Routine,Water,,2016-05-16,,,2016-05-18,,,,,,,,,,,4,NITRATE,,WASIT-224,Trib 05-0120 236th St NE,,,,,48.2101890000,-122.1860590000,1,WASIT,Routine Sample,,Miscellaneous (Other),STORET-731879935,,,Nitrate,Total Recoverable,0.8,mg/L,,Final,,Actual,,,,,±0.03 mg/L,±0.80 RSD,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2018-07-23T17:52:11,STORET
SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),SUQUAMISH-DKW02_160726_133802,Field Msr/Obs,Water,,2016-07-26,13:38:02,PST,,,,,,,,,,,,SUQ_WQMD,Suquamish Tribe Monitoring,,SUQUAMISH-DKW-02,Doe-Kag-Wats,,,,,47.7584000000,-122.4890000000,,,,,,STORET-695258822,,as N,Nitrate,Unfiltered,2.25,mg/L,,Final,,Actual,,,,,,,,,,Jul 26 2016  1:38PM   ::SampleDateTime: 2016-07-26 13:38:02::,,,,,,,,,,4500-NO3(D)***retired*** 4500-NO3 D,APHA,"DO NOT USE***4500 NO3 D ~ Nitrate in Water Using an ISE, 4500-NO3 D",,https://www.nemi.gov/methods/method_summary/9888/,,,,,,,,,2018-01-18T14:30:29,STORET
