result_id,site_id,site_name,lat,lon,huc8,state_fips,county_fips5,provider,sample_date,chemical,water_type,location_type,activity_media,activity_media_sub,is_nondetect,value_for_stats,value_std,std_unit,rl_raw,detect_condition
NWIS-121265956,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-06-15,ortho,surface_water,NULL,Water,Surface Water,0,4.2000000000000003E-2,4.2000000000000003E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-121101707,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-05-18,nitrate,surface_water,NULL,Water,Surface Water,0,0.34799999999999998,0.34799999999999998,mg/L as N,NULL,NULL
NWIS-121101714,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-05-18,ortho,surface_water,NULL,Water,Surface Water,0,5.0000000000000003E-2,5.0000000000000003E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-120581780,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-02-18,nitrate,surface_water,NULL,Water,Surface Water,0,1.01,1.01,mg/L as N,NULL,NULL
NWIS-120581787,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-02-18,ortho,surface_water,NULL,Water,Surface Water,0,5.3999999999999999E-2,5.3999999999999999E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-120662399,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-03-09,nitrate,surface_water,NULL,Water,Surface Water,0,0.56699999999999995,0.56699999999999995,mg/L as N,NULL,NULL
NWIS-120662406,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-03-09,ortho,surface_water,NULL,Water,Surface Water,0,4.2999999999999997E-2,4.2999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-120838196,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-04-06,nitrate,surface_water,NULL,Water,Surface Water,0,0.35099999999999998,0.35099999999999998,mg/L as N,NULL,NULL
NWIS-120838203,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-04-06,ortho,surface_water,NULL,Water,Surface Water,0,4.3999999999999997E-2,4.3999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-120756003,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-03-23,nitrate,surface_water,NULL,Water,Surface Water,0,0.60399999999999998,0.60399999999999998,mg/L as N,NULL,NULL
NWIS-120756010,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-03-23,ortho,surface_water,NULL,Water,Surface Water,0,5.1999999999999998E-2,5.1999999999999998E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-120922891,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-04-20,nitrate,surface_water,NULL,Water,Surface Water,0,0.34799999999999998,0.34799999999999998,mg/L as N,NULL,NULL
NWIS-120922898,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-04-20,ortho,surface_water,NULL,Water,Surface Water,0,4.5999999999999999E-2,4.5999999999999999E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-120976412,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-05-04,nitrate,surface_water,NULL,Water,Surface Water,0,0.35999999999999999,0.35999999999999999,mg/L as N,NULL,NULL
NWIS-120976419,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-05-04,ortho,surface_water,NULL,Water,Surface Water,0,4.2999999999999997E-2,4.2999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-118899247,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2020-04-15,nitrate,surface_water,NULL,Water,Surface Water,0,0.45400000000000001,0.45400000000000001,mg/L as N,NULL,NULL
NWIS-118899254,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2020-04-15,ortho,surface_water,NULL,Water,Surface Water,0,0.031,0.031,mg/L as P,4.0000000000000001E-3,NULL
NWIS-118765891,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2020-03-11,nitrate,surface_water,NULL,Water,Surface Water,0,0.63900000000000001,0.63900000000000001,mg/L as N,NULL,NULL
NWIS-118765898,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2020-03-11,ortho,surface_water,NULL,Water,Surface Water,0,5.7000000000000002E-2,5.7000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-118807213,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2020-03-26,nitrate,surface_water,NULL,Water,Surface Water,0,0.65200000000000002,0.65200000000000002,mg/L as N,NULL,NULL
NWIS-118807220,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2020-03-26,ortho,surface_water,NULL,Water,Surface Water,0,4.3999999999999997E-2,4.3999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-118402341,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2020-01-15,nitrate,surface_water,NULL,Water,Surface Water,0,0.96999999999999997,0.96999999999999997,mg/L as N,NULL,NULL
NWIS-118402348,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2020-01-15,ortho,surface_water,NULL,Water,Surface Water,0,7.0999999999999994E-2,7.0999999999999994E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-118277366,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-12-17,nitrate,surface_water,NULL,Water,Surface Water,0,1.6399999999999999,1.6399999999999999,mg/L as N,NULL,NULL
NWIS-118277373,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-12-17,ortho,surface_water,NULL,Water,Surface Water,0,8.8999999999999996E-2,8.8999999999999996E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-118161914,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-11-19,ortho,surface_water,NULL,Water,Surface Water,0,9.6000000000000002E-2,9.6000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-116992752,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-06-24,nitrate,surface_water,NULL,Water,Surface Water,0,0.96399999999999997,0.96399999999999997,mg/L as N,NULL,NULL
NWIS-116992759,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-06-24,ortho,surface_water,NULL,Water,Surface Water,0,7.6999999999999999E-2,7.6999999999999999E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-117269827,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-07-23,nitrate,surface_water,NULL,Water,Surface Water,0,1.1799999999999999,1.1799999999999999,mg/L as N,NULL,NULL
NWIS-117269834,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-07-23,ortho,surface_water,NULL,Water,Surface Water,0,8.5000000000000006E-2,8.5000000000000006E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-116286745,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-04-17,nitrate,surface_water,NULL,Water,Surface Water,0,0.48899999999999999,0.48899999999999999,mg/L as N,NULL,NULL
NWIS-116286752,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-04-17,ortho,surface_water,NULL,Water,Surface Water,0,0.062,0.062,mg/L as P,4.0000000000000001E-3,NULL
NWIS-116353069,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-04-30,nitrate,surface_water,NULL,Water,Surface Water,0,0.56499999999999995,0.56499999999999995,mg/L as N,NULL,NULL
NWIS-116353076,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-04-30,ortho,surface_water,NULL,Water,Surface Water,0,5.6000000000000001E-2,5.6000000000000001E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-116430211,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-05-07,nitrate,surface_water,NULL,Water,Surface Water,0,0.81100000000000005,0.81100000000000005,mg/L as N,NULL,NULL
NWIS-116430218,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-05-07,ortho,surface_water,NULL,Water,Surface Water,0,5.7000000000000002E-2,5.7000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-116440335,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-03-27,nitrate,surface_water,NULL,Water,Surface Water,0,0.80800000000000005,0.80800000000000005,mg/L as N,NULL,NULL
NWIS-116440342,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-03-27,ortho,surface_water,NULL,Water,Surface Water,0,7.4999999999999997E-2,7.4999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-116723479,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-05-17,nitrate,surface_water,NULL,Water,Surface Water,0,0.70099999999999996,0.70099999999999996,mg/L as N,NULL,NULL
NWIS-116723486,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-05-17,ortho,surface_water,NULL,Water,Surface Water,0,6.5000000000000002E-2,6.5000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-116821507,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-06-04,nitrate,surface_water,NULL,Water,Surface Water,0,0.92400000000000004,0.92400000000000004,mg/L as N,NULL,NULL
NWIS-116821514,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-06-04,ortho,surface_water,NULL,Water,Surface Water,0,7.0000000000000007E-2,7.0000000000000007E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-117451596,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-07-29,nitrate,surface_water,NULL,Water,Surface Water,0,0.85599999999999998,0.85599999999999998,mg/L as N,NULL,NULL
NWIS-117451603,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-07-29,ortho,surface_water,NULL,Water,Surface Water,0,0.078,0.078,mg/L as P,4.0000000000000001E-3,NULL
NWIS-117510805,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-08-15,nitrate,surface_water,NULL,Water,Surface Water,0,1.2,1.2,mg/L as N,NULL,NULL
NWIS-117510812,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-08-15,ortho,surface_water,NULL,Water,Surface Water,0,9.6000000000000002E-2,9.6000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-117601485,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-08-26,nitrate,surface_water,NULL,Water,Surface Water,0,1.3899999999999999,1.3899999999999999,mg/L as N,NULL,NULL
NWIS-117601492,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-08-26,ortho,surface_water,NULL,Water,Surface Water,0,7.5999999999999998E-2,7.5999999999999998E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-117690160,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-09-05,nitrate,surface_water,NULL,Water,Surface Water,0,1.53,1.53,mg/L as N,NULL,NULL
NWIS-117690167,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-09-05,ortho,surface_water,NULL,Water,Surface Water,0,9.6000000000000002E-2,9.6000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-117866104,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-10-02,nitrate,surface_water,NULL,Water,Surface Water,0,1.78,1.78,mg/L as N,NULL,NULL
NWIS-117866111,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2019-10-02,ortho,surface_water,NULL,Water,Surface Water,0,7.4999999999999997E-2,7.4999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125883840,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-06-27,nitrate,surface_water,NULL,Water,Surface Water,0,0.81299999999999994,0.81299999999999994,mg/L as N,NULL,NULL
NWIS-125883847,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-06-27,ortho,surface_water,NULL,Water,Surface Water,0,7.4999999999999997E-2,7.4999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125805530,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-06-12,nitrate,surface_water,NULL,Water,Surface Water,0,0.81100000000000005,0.81100000000000005,mg/L as N,NULL,NULL
NWIS-125805537,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-06-12,ortho,surface_water,NULL,Water,Surface Water,0,5.9999999999999998E-2,5.9999999999999998E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-126138270,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-08-16,nitrate,surface_water,NULL,Water,Surface Water,0,0.88400000000000001,0.88400000000000001,mg/L as N,NULL,NULL
NWIS-126138277,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-08-16,ortho,surface_water,NULL,Water,Surface Water,0,5.8000000000000003E-2,5.8000000000000003E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125660349,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-05-23,nitrate,surface_water,NULL,Water,Surface Water,0,0.497,0.497,mg/L as N,NULL,NULL
NWIS-125660356,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-05-23,ortho,surface_water,NULL,Water,Surface Water,0,7.3999999999999996E-2,7.3999999999999996E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125491319,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-04-25,nitrate,surface_water,NULL,Water,Surface Water,0,0.622,0.622,mg/L as N,NULL,NULL
NWIS-125491326,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-04-25,ortho,surface_water,NULL,Water,Surface Water,0,7.2999999999999995E-2,7.2999999999999995E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125410291,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-04-11,nitrate,surface_water,NULL,Water,Surface Water,0,0.55800000000000005,0.55800000000000005,mg/L as N,NULL,NULL
NWIS-125410298,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-04-11,ortho,surface_water,NULL,Water,Surface Water,0,6.6000000000000003E-2,6.6000000000000003E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125614080,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-05-15,nitrate,surface_water,NULL,Water,Surface Water,0,0.46800000000000003,0.46800000000000003,mg/L as N,NULL,NULL
NWIS-125614087,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-05-15,ortho,surface_water,NULL,Water,Surface Water,0,5.8999999999999997E-2,5.8999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125132194,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-02-14,nitrate,surface_water,NULL,Water,Surface Water,0,0.83299999999999996,0.83299999999999996,mg/L as N,NULL,NULL
NWIS-125132201,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-02-14,ortho,surface_water,NULL,Water,Surface Water,0,0.062,0.062,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125352498,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-03-27,nitrate,surface_water,NULL,Water,Surface Water,0,0.69399999999999995,0.69399999999999995,mg/L as N,NULL,NULL
NWIS-125352505,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-03-27,ortho,surface_water,NULL,Water,Surface Water,0,7.5999999999999998E-2,7.5999999999999998E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-125274559,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-03-06,nitrate,surface_water,NULL,Water,Surface Water,0,0.69799999999999995,0.69799999999999995,mg/L as N,NULL,NULL
NWIS-125274566,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2023-03-06,ortho,surface_water,NULL,Water,Surface Water,0,5.9999999999999998E-2,5.9999999999999998E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123037346,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-01-24,nitrate,surface_water,NULL,Water,Surface Water,0,0.53600000000000003,0.53600000000000003,mg/L as N,NULL,NULL
NWIS-123037353,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-01-24,ortho,surface_water,NULL,Water,Surface Water,0,4.9000000000000002E-2,4.9000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123169257,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-02-28,nitrate,surface_water,NULL,Water,Surface Water,0,0.75800000000000001,0.75800000000000001,mg/L as N,NULL,NULL
NWIS-123169264,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-02-28,ortho,surface_water,NULL,Water,Surface Water,0,5.3999999999999999E-2,5.3999999999999999E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123185154,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-03-08,nitrate,surface_water,NULL,Water,Surface Water,0,0.41399999999999998,0.41399999999999998,mg/L as N,NULL,NULL
NWIS-123185161,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-03-08,ortho,surface_water,NULL,Water,Surface Water,0,4.2000000000000003E-2,4.2000000000000003E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123405672,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-04-13,nitrate,surface_water,NULL,Water,Surface Water,0,0.40699999999999997,0.40699999999999997,mg/L as N,NULL,NULL
NWIS-123405679,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-04-13,ortho,surface_water,NULL,Water,Surface Water,0,3.3000000000000002E-2,3.3000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123317268,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-03-31,nitrate,surface_water,NULL,Water,Surface Water,0,0.29699999999999999,0.29699999999999999,mg/L as N,NULL,NULL
NWIS-123317275,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-03-31,ortho,surface_water,NULL,Water,Surface Water,0,4.0000000000000001E-2,4.0000000000000001E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-122648486,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-11-03,nitrate,surface_water,NULL,Water,Surface Water,0,0.996,0.996,mg/L as N,NULL,NULL
NWIS-122648493,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-11-03,ortho,surface_water,NULL,Water,Surface Water,0,5.8999999999999997E-2,5.8999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-122807636,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-12-07,nitrate,surface_water,NULL,Water,Surface Water,0,0.79500000000000004,0.79500000000000004,mg/L as N,NULL,NULL
NWIS-122807643,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-12-07,ortho,surface_water,NULL,Water,Surface Water,0,5.0999999999999997E-2,5.0999999999999997E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-121878300,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-09-07,nitrate,surface_water,NULL,Water,Surface Water,0,2.54,2.54,mg/L as N,NULL,NULL
NWIS-121878307,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2021-09-07,ortho,surface_water,NULL,Water,Surface Water,0,0.108,0.108,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123948517,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-07-12,nitrate,surface_water,NULL,Water,Surface Water,0,0.59899999999999998,0.59899999999999998,mg/L as N,NULL,NULL
NWIS-123948524,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-07-12,ortho,surface_water,NULL,Water,Surface Water,0,3.4000000000000002E-2,3.4000000000000002E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123979846,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-07-20,nitrate,surface_water,NULL,Water,Surface Water,0,0.93000000000000005,0.93000000000000005,mg/L as N,NULL,NULL
NWIS-123979853,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-07-20,ortho,surface_water,NULL,Water,Surface Water,0,8.1000000000000003E-2,8.1000000000000003E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-124157947,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-08-17,nitrate,surface_water,NULL,Water,Surface Water,0,0.82699999999999996,0.82699999999999996,mg/L as N,NULL,NULL
NWIS-124157954,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-08-17,ortho,surface_water,NULL,Water,Surface Water,0,5.9999999999999998E-2,5.9999999999999998E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123639489,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-05-24,nitrate,surface_water,NULL,Water,Surface Water,0,0.316,0.316,mg/L as N,NULL,NULL
NWIS-123639496,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-05-24,ortho,surface_water,NULL,Water,Surface Water,0,4.2000000000000003E-2,4.2000000000000003E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123639688,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-05-17,nitrate,surface_water,NULL,Water,Surface Water,0,0.51200000000000001,0.51200000000000001,mg/L as N,NULL,NULL
NWIS-123639695,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-05-17,ortho,surface_water,NULL,Water,Surface Water,0,6.0999999999999999E-2,6.0999999999999999E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123829621,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-06-23,nitrate,surface_water,NULL,Water,Surface Water,0,0.45000000000000001,0.45000000000000001,mg/L as N,NULL,NULL
NWIS-123829628,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-06-23,ortho,surface_water,NULL,Water,Surface Water,0,4.5999999999999999E-2,4.5999999999999999E-2,mg/L as P,4.0000000000000001E-3,NULL
NWIS-123829819,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",46.253467479999998,-119.4780794,17030003,53,53005,NWIS,2022-06-28,nitrate,surface_water,NULL,Water,Surface Water,0,0.372,0.372,mg/L as N,NULL,NULL
