OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-TDB1m03032021,Sample-Routine,Water,,2021-03-03,14:20:00,PST,,,,,1,m,,,,,,JSTNEPNutrientPhyto2021,Investigation of nutrients and phytoplankton in Admiralty Inlet and Hood Canal,,JSKTRIBE_WQX-TDB,Thorndyke Bay,,,,,47.7834000000,-122.7330000000,GS,JSKTRIBE_WQX,Water Grab Sampling,,Water Bottle,STORET-943226507,,as P,Orthophosphate,Dissolved,66.226798324,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unesco (1994),JSKTRIBE_WQX,Unesco (1994),,,,,,,,,,,2022-06-30T13:38:52,STORET
WSDANRAS,Washington State Department of Agriculture,WSDANRAS-2109034-06-Sample,Sample-Routine,Water,Surface Water,2021-09-07,09:39:00,PST,,,,,Whole column,ft,,,,,,WSDANRAS2021_SW_Discrete,Washington State Department of Agriculture Surface Water Monitoring Program 2021 Discrete Samples,,WSDANRAS-BU00.0,WSDOT Wet Pond 1,,,,,46.2589000000,-119.2926400000,Quarter-point Grab Sample,WSDANRAS,WSDA NRAS Quarter-point Grab Sample Method,"Grab sampled water collected at three points along a line perpendicular to the waterway is combined into one sample container. Full description in WSDA NRAS, Standard Operating Procedure: Water Quality and Pesticides Monitoring Programs.",Wide mouth glass jar,STORET-968188645,,as P,Orthophosphate,"Filtered, field",0.0566,mg/L,J,Final,,Estimated,,,,,,,,,,Laboratory batch: B21I048.,,,,,,,,,,4500-P-G,APHA_SM21ED,4500 P G ~ Manual Digestion and Flow Injection Analysis for Orthophosphate,,,Ecology Manchester Environmental Laboratory,2021-09-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WSDANRAS/activities/WSDANRAS-2109034-06-Sample/results/968188645/resdetectqntlmts,Reporting limit,0.003,mg/L,,2023-02-16T22:07:04,STORET
WSDANRAS,Washington State Department of Agriculture,WSDANRAS-2105029-16-QA_Replicate,Quality Control Sample-Field Replicate,Water,Surface Water,2021-05-17,08:42:00,PST,,,,,Whole column,ft,,,,,,WSDANRAS2021_SW_Discrete,Washington State Department of Agriculture Surface Water Monitoring Program 2021 Discrete Samples,,WSDANRAS-MA00.2,Marion Drain 2,,,,,46.3306488348,-120.1999943870,Quarter-point Grab Sample,WSDANRAS,WSDA NRAS Quarter-point Grab Sample Method,"Grab sampled water collected at three points along a line perpendicular to the waterway is combined into one sample container. Full description in WSDA NRAS, Standard Operating Procedure: Water Quality and Pesticides Monitoring Programs.",Wide mouth glass jar,STORET-968112986,,as P,Orthophosphate,"Filtered, field",0.0776,mg/L,,Final,,Actual,,,,,,,,,,Laboratory batch: B21E096.,,,,,,,,,,4500-P-G,APHA_SM21ED,4500 P G ~ Manual Digestion and Flow Injection Analysis for Orthophosphate,,,Ecology Manchester Environmental Laboratory,2021-05-18,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WSDANRAS/activities/WSDANRAS-2105029-16-QA_Replicate/results/968112986/resdetectqntlmts,Reporting limit,0.003,mg/L,,2023-02-14T13:58:18,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2108058-15,Sample-Routine,Water,,2021-08-19,11:00:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP065,EL68D WW AT RT17 XING,,,,,46.7300000000,-119.0488889000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957180002,,as P,Orthophosphate,Dissolved,0.061,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-08-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2108058-15/results/957180002/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:07:18,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2108058-18,Sample-Routine,Water,,2021-08-18,16:40:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP096,SADDLE MTN WW AT HWY24,,,,,46.7138889000,-119.6680556000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957181166,,as P,Orthophosphate,Dissolved,0.031,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-08-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2108058-18/results/957181166/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:07:49,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-026161-SampleWaterSurface1,Sample-Routine,Water,,2021-02-08,11:20:00,PDT,,,,,,,,,,,,LUMMI017,Surface Water - Nutrient Monitoring,,LUMMINSN_WQX-LUMMI0173,SW118,,,,,48.7906780000,-122.5907000000,Grab Sample,LUMMINSN_WQX,Grab Sample,,Water Bottle,STORET-929739373,Present Below Quantification Limit,as P,Orthophosphate,Total,,,,Final,,Actual,,,,,,,,,,"Water level high, medium flow. Low visibility. Nearly high tide. Greenish brown colored water. Partly cloudy, sunny. Northeast wind 2-4 mph. Nutrients site. pH recorded after five minutes. Sterile blank site, Exact sample.",,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,C87416,2021-02-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/LUMMINSN_WQX/activities/LUMMINSN_WQX-026161-SampleWaterSurface1/results/929739373/resdetectqntlmts,Lower Quantitation Limit,0.1,mg/L,,2022-02-08T14:35:53,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-026919-SampleWaterSurface1,Sample-Routine,Water,,2021-11-02,11:00:00,PDT,,,,,,,,,,,,LUMMI017,Surface Water - Nutrient Monitoring,,LUMMINSN_WQX-LUMMI0173,SW118,,,,,48.7906780000,-122.5907000000,Grab Sample,LUMMINSN_WQX,Grab Sample,,Water Bottle,STORET-929749088,,as P,Orthophosphate,Total,0.07,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,https://www.nemi.gov/methods/method_summary/7420/,C87416,2021-11-02,,,,,,,2022-02-08T14:38:03,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2110019-03,Sample-Routine,Water,,2021-10-18,01:01:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP032,W CA AT FRENCHMAN HILLS WW,,,,,46.9755556000,-119.6611111000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957179504,,as P,Orthophosphate,Dissolved,0.004,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-10-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2110019-03/results/957179504/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:07:08,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2104025-02,Sample-Routine,Water,,2021-04-26,12:15:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP028,WINCHESTER WW AT GAGING STATION,,,,,47.0000000000,-119.4247222000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957116331,,as P,Orthophosphate,Dissolved,<0.003,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-04-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2104025-02/results/957116331/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-02T15:07:15,STORET
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-TDB8m03032021,Sample-Routine,Water,,2021-03-03,14:20:00,PST,,,,,8,m,,,,,,JSTNEPNutrientPhyto2021,Investigation of nutrients and phytoplankton in Admiralty Inlet and Hood Canal,,JSKTRIBE_WQX-TDB,Thorndyke Bay,,,,,47.7834000000,-122.7330000000,GS,JSKTRIBE_WQX,Water Grab Sampling,,Water Bottle,STORET-943226609,,as P,Orthophosphate,Dissolved,66.968354517,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unesco (1994),JSKTRIBE_WQX,Unesco (1994),,,,,,,,,,,2022-06-30T13:38:55,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2108057-01,Sample-Routine,Water,,2021-08-19,09:13:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP087,WB5 WW1 AT COLUMBIA RIVER,,,,,46.5366667000,-119.2800000000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957180785,,as P,Orthophosphate,Dissolved,0.011,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-08-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2108057-01/results/957180785/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:07:39,STORET
SWINOMISH,Swinomish Indian Tribal Community (Tribal),SWINOMISH-2021-0075-62965188,Sample-Routine,Water,,2021-02-02,11:03:00,PST,,,,,,,,,,,,SWQMP,Swinomish Water Quality Monitoring Program,,SWINOMISH-LON10,Lone Tree Creek,,,,,48.4065350513,-122.5491799123,SWQMP,SWINOMISH,SWQMP_METHODS,,Water Bottle,STORET-929941894,,as P,Orthophosphate,Total,0.05,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,https://www.nemi.gov/methods/method_summary/7420/,,,,,,,,,2022-02-10T18:06:32,STORET
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-TDB8m02042021,Sample-Routine,Water,,2021-02-04,13:45:00,PST,,,,,8,m,,,,,,JSTNEPNutrientPhyto2021,Investigation of nutrients and phytoplankton in Admiralty Inlet and Hood Canal,,JSKTRIBE_WQX-TDB,Thorndyke Bay,,,,,47.7834000000,-122.7330000000,GS,JSKTRIBE_WQX,Water Grab Sampling,,Water Bottle,STORET-943226597,,as P,Orthophosphate,Dissolved,70.049501155,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unesco (1994),JSKTRIBE_WQX,Unesco (1994),,,,,,,,,,,2022-06-30T13:38:55,STORET
PUYALLUP_WQX,Puyallup Tribe of the Puyallup Reservation (Tribal),PUYALLUP_WQX-SPC-3:20210907111500:SR,Sample-Routine,Water,,2021-09-07,11:15:00,PST,,,,,,,,,,,,AWQ - Discrete,Ambient Water Quality Discrete Data,,PUYALLUP_WQX-SPC-3,South Prairie Creek,,,,,47.0984985900,-122.1561714000,Water Grab Sample,PUYALLUP_WQX,Water Grab Sample,,Water Bottle,STORET-1081319200,,as P,Orthophosphate,Dissolved,0.009,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,,https://www.nemi.gov/methods/method_summary/7436/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/PUYALLUP_WQX/activities/PUYALLUP_WQX-SPC-3%3A20210907111500%3ASR/results/1081319200/resdetectqntlmts,Method Detection Level,0.004,mg/L,,2025-10-08T11:17:02,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-21I0803-02,Sample-Routine,Water,,2021-09-08,12:50:00,PST,,,,,,,,,,,,KNRD Inorganics and Metals,Inorganics and Metals Sampling Project,,KNRD_WQX-PORB,Pend Oreille River,,,,,48.3175145100,-117.2703707000,Kalispel QAPP 00145,KNRD_WQX,Grab Sample Method,,Water Sampler (Other),STORET-929470367,,as P,Orthophosphate,"Filtered, lab",0.0014,mg/L,J,Final,,Estimated,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,https://www.nemi.gov/methods/method_summary/7420/,Tshimakain Creek Labs,,,,,,,,2022-02-02T11:09:45,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2110026-05,Sample-Routine,Water,,2021-10-19,12:59:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP080,DCC1 AT RED ROCK COULEE RD,,,,,46.8761111000,-119.5972222000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957180568,,as P,Orthophosphate,Dissolved,0.004,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-10-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2110026-05/results/957180568/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:07:33,STORET
WSDANRAS,Washington State Department of Agriculture,WSDANRAS-2108039-10-Sample,Sample-Routine,Water,Surface Water,2021-08-23,14:06:00,PST,,,,,Whole column,ft,,,,,,WSDANRAS2021_SW_Discrete,Washington State Department of Agriculture Surface Water Monitoring Program 2021 Discrete Samples,,WSDANRAS-DR00.5,Dry Creek,,,,,46.9317850000,-117.4082200000,Quarter-point Grab Sample,WSDANRAS,WSDA NRAS Quarter-point Grab Sample Method,"Grab sampled water collected at three points along a line perpendicular to the waterway is combined into one sample container. Full description in WSDA NRAS, Standard Operating Procedure: Water Quality and Pesticides Monitoring Programs.",Wide mouth glass jar,STORET-968128158,,as P,Orthophosphate,"Filtered, field",0.112,mg/L,,Final,,Actual,,,,,,,,,,Laboratory batch: B21H139.,,,,,,,,,,4500-P-G,APHA_SM21ED,4500 P G ~ Manual Digestion and Flow Injection Analysis for Orthophosphate,,,Ecology Manchester Environmental Laboratory,2021-08-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WSDANRAS/activities/WSDANRAS-2108039-10-Sample/results/968128158/resdetectqntlmts,Reporting limit,0.003,mg/L,,2023-02-15T20:34:41,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2110026-03,Sample-Routine,Water,,2021-10-19,11:56:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP072,LOWER CRAB CR AT CRAB CR RD,,,,,46.8152778000,-119.9233333000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957180231,,as P,Orthophosphate,Dissolved,0.035,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-10-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2110026-03/results/957180231/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:07:24,STORET
WSDANRAS,Washington State Department of Agriculture,WSDANRAS-2106024-05-Sample,Sample-Routine,Water,Surface Water,2021-06-02,10:39:00,PST,,,,,Whole column,ft,,,,,,WSDANRAS2021_SW_Discrete,Washington State Department of Agriculture Surface Water Monitoring Program 2021 Discrete Samples,,WSDANRAS-BD09.4,Big Ditch upper,,,,,48.3881704976,-122.3330401130,Quarter-point Grab Sample,WSDANRAS,WSDA NRAS Quarter-point Grab Sample Method,"Grab sampled water collected at three points along a line perpendicular to the waterway is combined into one sample container. Full description in WSDA NRAS, Standard Operating Procedure: Water Quality and Pesticides Monitoring Programs.",Wide mouth glass jar,STORET-968174477,,as P,Orthophosphate,"Filtered, field",0.0092,mg/L,,Final,,Actual,,,,,,,,,,Laboratory batch: B21F013.,,,,,,,,,,4500-P-G,APHA_SM21ED,4500 P G ~ Manual Digestion and Flow Injection Analysis for Orthophosphate,,,Ecology Manchester Environmental Laboratory,2021-06-03,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WSDANRAS/activities/WSDANRAS-2106024-05-Sample/results/968174477/resdetectqntlmts,Reporting limit,0.003,mg/L,,2023-02-16T22:04:57,STORET
WSDANRAS,Washington State Department of Agriculture,WSDANRAS-2106026-07-Sample,Sample-Routine,Water,Surface Water,2021-06-15,11:09:00,PST,,,,,Whole column,ft,,,,,,WSDANRAS2021_SW_Discrete,Washington State Department of Agriculture Surface Water Monitoring Program 2021 Discrete Samples,,WSDANRAS-BD09.4,Big Ditch upper,,,,,48.3881704976,-122.3330401130,Quarter-point Grab Sample,WSDANRAS,WSDA NRAS Quarter-point Grab Sample Method,"Grab sampled water collected at three points along a line perpendicular to the waterway is combined into one sample container. Full description in WSDA NRAS, Standard Operating Procedure: Water Quality and Pesticides Monitoring Programs.",Wide mouth glass jar,STORET-968178580,,as P,Orthophosphate,"Filtered, field",0.0113,mg/L,,Final,,Actual,,,,,,,,,,Laboratory batch: B21F094.,,,,,,,,,,4500-P-G,APHA_SM21ED,4500 P G ~ Manual Digestion and Flow Injection Analysis for Orthophosphate,,,Ecology Manchester Environmental Laboratory,2021-06-16,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WSDANRAS/activities/WSDANRAS-2106026-07-Sample/results/968178580/resdetectqntlmts,Reporting limit,0.003,mg/L,,2023-02-16T22:05:38,STORET
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-ADI8m06022021,Sample-Routine,Water,,2021-06-02,11:20:00,PDT,,,,,8,m,,,,,,JSTNEPNutrientPhyto2021,Investigation of nutrients and phytoplankton in Admiralty Inlet and Hood Canal,,JSKTRIBE_WQX-ADI,Admiralty Inlet,,,,,48.0027000000,-122.6370000000,GS,JSKTRIBE_WQX,Water Grab Sampling,,Water Bottle,STORET-943226435,,as P,Orthophosphate,Dissolved,50.060154594,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unesco (1994),JSKTRIBE_WQX,Unesco (1994),,,,,,,,,,,2022-06-30T13:38:50,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2110028-04,Sample-Routine,Water,,2021-10-20,12:14:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP710,Fish Hatchery and Winchester Confluence,,,,,47.1943400000,-119.6869400000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957182200,,as P,Orthophosphate,Dissolved,0.041,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-10-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2110028-04/results/957182200/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:08:16,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2107044-06,Sample-Routine,Water,,2021-07-21,00:00:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP071,MOSES  AT OUTLET,,,,,47.0805556000,-119.3333333000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957180121,,as P,Orthophosphate,Dissolved,0.007,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-07-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2107044-06/results/957180121/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:07:21,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-21D1501-01,Sample-Routine,Water,,2021-04-14,12:30:00,PST,,,,,,,,,,,,KNRD Inorganics and Metals,Inorganics and Metals Sampling Project,,KNRD_WQX-PUMP,Calispell Creek,,,,,48.3433280800,-117.2951491000,Kalispel QAPP 00145,KNRD_WQX,Grab Sample Method,,Water Sampler (Other),STORET-929470120,,as P,Orthophosphate,"Filtered, lab",0.0045,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,https://www.nemi.gov/methods/method_summary/7420/,Tshimakain Creek Labs,,,,,,,,2022-02-02T11:09:31,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2110006-06,Sample-Routine,Water,,2021-10-04,16:06:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP110,WB10 WW AT COLUMBIA RIVER,,,,,46.6755556000,-119.4500000000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957181732,,as P,Orthophosphate,Dissolved,0.006,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-10-06,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2110006-06/results/957181732/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-03T23:08:03,STORET
1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-2104033-06,Sample-Routine,Water,,2021-04-28,11:25:00,PST,,,,,,,,,,,,WQDATA,Water Quality Data,,1119USBR_WQX-CBP079,LOWER CRAB CR AT MC MANNAN RD,,,,,46.8958333000,-119.3027778000,GRAB,1119USBR_WQX,Grab,,Water Bottle,STORET-957116527,,as P,Orthophosphate,Dissolved,0.011,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.2,USEPA,Phosphorus by Single Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5254/,,2021-04-30,,https://www.waterqualitydata.us/data/providers/STORET/organizations/1119USBR_WQX/activities/1119USBR_WQX-2104033-06/results/957116527/resdetectqntlmts,Method Detection Level,0.003,mg/L,,2022-11-02T15:07:37,STORET
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-ADI8m10222021,Sample-Routine,Water,,2021-10-22,12:15:00,PDT,,,,,8,m,,,,,,JSTNEPNutrientPhyto2021,Investigation of nutrients and phytoplankton in Admiralty Inlet and Hood Canal,,JSKTRIBE_WQX-ADI,Admiralty Inlet,,,,,48.0027000000,-122.6370000000,GS,JSKTRIBE_WQX,Water Grab Sampling,,Water Bottle,STORET-943226489,,as P,Orthophosphate,Dissolved,74.727890684,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unesco (1994),JSKTRIBE_WQX,Unesco (1994),,,,,,,,,,,2022-06-30T13:38:51,STORET
SNOQUALM_WQX,Snoqualmie Indian Tribe (Tribal),SNOQUALM_WQX-C8-2021-04-27-L,Sample-Field Subsample,Water,,2021-04-27,,,,,,,,,,,,,,319 Testing,319,,SNOQUALM_WQX-C8,Res C8,,,,,47.5170893033,-121.8402975861,QAPP,SNOQUALM_WQX,QAPP,,Water Bottle,STORET-921700897,Not Detected,as PO4,Orthophosphate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/SNOQUALM_WQX/activities/SNOQUALM_WQX-C8-2021-04-27-L/results/921700897/resdetectqntlmts,Practical Quantitation Limit,0.200,mg/L,,2021-12-09T13:32:33,STORET
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-2108267-01,Sample-Routine,Water,Surface Water,2021-08-25,12:17:00,PST,2021-08-25,12:17:00,PST,,,,,,,,,Surface Water Ambient,Surface Water Ambient Monitoring,,OREGONDEQ-10616-ORDEQ,Columbia River at Marker #47 (upstream of Willamette River),,,,,45.6448988400,-122.7390121000,Grab,OREGONDEQ,Grab,See MOMs and QAPP for sampling methods,Water Bottle,STORET-966576123,,as P,Orthophosphate,Total,0.011,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-E,APHA,4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method,,https://www.nemi.gov/methods/method_summary/7436/,DEQ Laboratory and Environmental Assessment Div.,2021-08-26,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-2108267-01/results/966576123/resdetectqntlmts,Minimum Reporting Level,0.005,mg/L,,2023-02-02T14:49:12,STORET
