OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WA,USGS Washington Water Science Center,USGS-485955121042501,ROSS LAKE - NEAR CANADIAN BORDER,"Lake, Reservoir, Impoundment",,17110005,,,,,48.99862220000000,-121.0736000000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,1595,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,073,,,,,,,,,,NWIS
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-45.70.121.28,Klickitat Wild and Scenic River-45.70.121.28,River/Stream,,17070106,,,,,45.7036125300,-121.2812702000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,039,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-45.78.121.51,White Salmon Wild and Scenic River-45.78.121.51,River/Stream,,17070105,,,,,45.7810329000,-121.5146781000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,039,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-45.78.121.52,White Salmon Wild and Scenic River-45.78.121.52,River/Stream,,17070105,,,,,45.7798429100,-121.5160034000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,059,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-45.79.121.2,Klickitat Wild and Scenic River-45.79.121.2,River/Stream,,17070106,,,,,45.7938184500,-121.1963137000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,039,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-45.80.121.2,Klickitat Wild and Scenic River-45.80.121.2,River/Stream,,17070106,,,,,45.7950766000,-121.2012874000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,039,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-45.85.121.51,Cascade Creek-45.85.121.51,River/Stream,,17070105,,,,,45.8513795700,-121.5085565000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,039,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-46.05.121.55,White Salmon Wild and Scenic River-46.05.121.55,River/Stream,,17070105,,,,,46.0480259000,-121.5479385000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,059,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-46.10.121.61,Cascade Creek (White Salmon Wild and Scenic River)-46.10.121.61,River/Stream,,17070105,,,,,46.1036500000,-121.6087333000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,059,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-47.45.121.47,Pratt Wild and Scenic River-47.45.121.47,River/Stream,,17110010,,,,,47.4494166700,-121.4701167000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,033,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-47.51.121.57,Pratt Wild and Scenic River-47.51.121.57,River/Stream,,17110010,,,,,47.5107138400,-121.5716722000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,033,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-47.51.121.61,Middle Fork Snoqualmie Wild and Scenic River-47.51.121.61,River/Stream,,17110010,,,,,47.5137634500,-121.6065943000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,033,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-47.52.121.61,Pratt Wild and Scenic River-47.52.121.61,River/Stream,,17110010,,,,,47.5181096300,-121.6087766000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,033,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-47.55.121.53,Middle Fork Snoqualme-47.55.121.53,River/Stream,,17110010,,,,,47.5484145000,-121.5346391000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,033,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.06.121.29,North Fork Sauk River-48.06.121.29,River/Stream,,17110006,,,,,48.0584528000,-121.2878691000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,061,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.06.121.41,South Fork Sauk River-48.06.121.41,River/Stream,,17110006,,,,,48.0586174000,-121.4138682000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,061,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.10.121.39,Sauk River (Skagit River Wild and Scenic River)-48.10.121.39,River/Stream,,17110006,,,,,48.0974828000,-121.3890301000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,061,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.23.121.58,Sauk River (Skagit River Wild and Scenic River)-48.23.121.58,River/Stream,,17110006,,,,,48.2281580300,-121.5816840000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,061,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.25.121.27,Suiattle River (Skagit Wild and Scenic River)-48.25.121.27,River/Stream,,17110006,,,,,48.2525289000,-121.2664276000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,061,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.27.121.39,Suiattle River (Skagit Wild and Scenic River)-48.27.121.39,River/Stream,,17110006,,,,,48.2733581200,-121.3915070000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,061,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.45.121.14,Cascade River (Skagit Wild and Scenic River)-48.45.121.14,River/Stream,,17110005,,,,,48.4469433300,-121.1366908000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.47.121.49,Illabot Creek-48.47.121.49,River/Stream,,17110005,,,,,48.4733308600,-121.4912614000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.49.121.54,Cascade-48.49.121.54,River/Stream,,17110005,,,,,48.4943495400,-121.5413755000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.50.121.7,Skagit Wild and Scenic River-48.50.121.7,River/Stream,,17110005,,,,,48.5036433000,-121.7006923000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.51.121.9,Skagit Wild and Scenic River-48.51.121.9,River/Stream,,17110007,,,,,48.5115686600,-121.9015821000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.51.121.91,Skagit Wild and Scenic River-48.51.121.91,River/Stream,,17110007,,,,,48.5144524000,-121.9123300000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.51.122.02,Skagit Wild and Scenic River-48.51.122.02,River/Stream,,17110007,,,,,48.5062084300,-122.0225488000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.53.121.28,Cascade River (Skagit Wild and Scenic River)-48.53.121.28,River/Stream,,17110005,,,,,48.5277497700,-121.2764222000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.53.121.42,Cascade River (Skagit Wild and Scenic River)-48.53.121.42,River/Stream,,17110005,,,,,48.5265066700,-121.4157418000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.54.121.79,Skagit Wild and Scenic River-48.54.121.79,River/Stream,,17110007,,,,,48.5428548300,-121.7909580000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
ADVENTURESCIENTISTS,Adventure Scientists (Volunteer)*,ADVENTURESCIENTISTS-48.56.121.41,Skagit Wild and Scenic River-48.56.121.41,River/Stream,,17110005,,,,,48.5590419800,-121.4124615000,,,,GPS Code (Pseudo Range) Differential,WGS84,,,,,,,US,53,057,,,,,,,,,,STORET
CHEHALIS_WQX,Confederated Tribes of the Chehalis Reservation (Tribal),CHEHALIS_WQX-ABF052,The Oaks,Well,,17100103,,,,,46.8353330000,-123.2301230000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,027,,,,,,56.5,ft,,,STORET
CHEHALIS_WQX,Confederated Tribes of the Chehalis Reservation (Tribal),CHEHALIS_WQX-AGK620,South Well,Well,,17100103,,,,,46.8125790000,-123.1579490000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,067,,,,,,43.9,ft,,,STORET
CHEHALIS_WQX,Confederated Tribes of the Chehalis Reservation (Tribal),CHEHALIS_WQX-AGK621,Tahaown Rd,Well,,17100103,,,,,46.8135310000,-123.1606460000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,027,,,,,,40.3,ft,,,STORET
CHEHALIS_WQX,Confederated Tribes of the Chehalis Reservation (Tribal),CHEHALIS_WQX-BAL394,Community Center,Well,,17100103,,,,,46.8102850000,-123.1632570000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,027,,,,,,56,ft,,,STORET
CHEHALIS_WQX,Confederated Tribes of the Chehalis Reservation (Tribal),CHEHALIS_WQX-BAL399,Bean Field,Well,,17100103,,,,,46.8144380000,-123.1450240000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,067,,,,,,42.6,ft,,,STORET
CHEHALIS_WQX,Confederated Tribes of the Chehalis Reservation (Tribal),CHEHALIS_WQX-BAL629,Wellness Center,Well,,17100103,,,,,46.8145460000,-123.1707330000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,027,,,,,,59,ft,,,STORET
CHEHALIS_WQX,Confederated Tribes of the Chehalis Reservation (Tribal),CHEHALIS_WQX-BIQ691,Water Tower,Well,,17100103,,,,,46.8128980000,-123.1734010000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,027,,,,,,50,ft,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-Bel 0.2,Bell 0.2,River/Stream,,17110020,,,,,48.0835116000,-123.0579170000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-Cas 0.0,Cassalery 0.0,River/Stream,,17110020,,,,,48.1346128000,-123.0965350000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-Cas 0.6,Cassalery 0.6,River/Stream,,17110020,,,,,48.1265961000,-123.1000890000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-Coo 0.1,Cooper 0.1,River/Stream,,17110020,,,,,48.1373796000,-123.1015860000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-Dung 0.7,Dungeness 0.7,River/Stream,,17110020,,,,,48.1488093000,-123.1267870000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-GSS 0.0,Golden Sands Slough 0.0,River/Stream,,17110020,,,,,48.1414539000,-123.1070410000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-Jim 0.15,Jimmycomelately 0.15,River/Stream,,17110020,,,,,48.0195442000,-123.0068500000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-John 0.0,Johnson 0.0,River/Stream,,17110020,,,,,48.0621459000,-123.0411260000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-Lot 0.1,Lotzgesell 0.1,River/Stream,,17110020,,,,,48.1358223000,-123.1505100000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-Mat 0.3a,Matriotti 0.3a,River/Stream,,17110020,,,,,48.1362410000,-123.1457670000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-MB 0.2,Meadowbrook 0.2,River/Stream,,17110020,,,,,48.1510048000,-123.1220130000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
CLALLAMCOUNTYEH_WQX,Clallam County Environmental Health Services,CLALLAMCOUNTYEH_WQX-SBSP 0.0,Sequim Bay State Park Creek 0.0,River/Stream,,17110020,,,,,48.0413373000,-123.0270810000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,009,,,,,,,,,,STORET
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-ADI,Admiralty Inlet,Ocean,,17110019,,,,,48.0027000000,-122.6370000000,,,,GPS-Unspecified,OTHER,,,,,,,US,53,031,,,,,,,,,,STORET
JSKTRIBE_WQX,Jamestown S'Klallam Tribe (Tribal),JSKTRIBE_WQX-TDB,Thorndyke Bay,Ocean,,17110018,,,,,47.7834000000,-122.7330000000,,,,GPS-Unspecified,OTHER,,,,,,,US,53,031,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-aa-001,Shoreline Segment aa-001,River/Stream,,17110018,,,,,47.4083100000,-122.9328000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-G-026,Shoreline Segment G-026,River/Stream,,17110018,,,,,47.4300800000,-123.1235000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-G-027,Shoreline Segment G-027,River/Stream,,17110018,,,,,47.4298300000,-123.1236000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-M-031,Shoreline Segment M-031,River/Stream,,17110018,,,,,47.3667000000,-122.9998000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-M-032,Shoreline Segment M-032,River/Stream,,17110018,,,,,47.3683700000,-122.9974000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-P-055,Shoreline Segment P-055,River/Stream,,17110018,,,,,47.3802500000,-122.9574000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-R-081,Shoreline Segment R-081,River/Stream,,17110018,,,,,47.3942700000,-122.9044000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-T-170,Shoreline Segment T-170,River/Stream,,17110018,,,,,47.4120600000,-122.8756000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-073,Shoreline Segment U-073,River/Stream,,17110018,,,,,47.4293400000,-122.8548000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-074,Shoreline Segment U-074,River/Stream,,17110018,,,,,47.4285200000,-122.8556000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-075,HoodCanalShorelineU-075,River/Stream,,17110018,,,,,47.4282000000,-122.8554000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-U-076,Shoreline Segment U-076,River/Stream,,17110018,,,,,47.4291800000,-122.8556000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-Y-034,Shoreline Segment Y-034,River/Stream,,17110018,,,,,47.4254900000,-122.8940000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-Y-035,Shoreline Segment Y-035,River/Stream,,17110018,,,,,47.4255100000,-122.8938000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-Y-036,Shoreline Segment Y-036,River/Stream,,17110018,,,,,47.4254800000,-122.8938000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KITSAPCHD_WQX,Kitsap County Health District,KITSAPCHD_WQX-z-015,Shoreline Segment z-016,River/Stream,,17110018,,,,,47.4084400000,-122.9328000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,53,045,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-PORB,Pend Oreille River,River/Stream,Usk Bridge Crossing,17010216,,,,,48.3175145100,-117.2703707000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
KNRD_WQX,Kalispel Indian Community of the Kalispel Reservation (Tribal),KNRD_WQX-PUMP,Calispell Creek,River/Stream,cusick pumps,17010216,,,,,48.3433280800,-117.2951491000,,,,GPS-Unspecified,NAD27,,,,,,,US,53,051,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0002,SW002,Ocean,Nutrients and TOC collected quarterly. Old pilings and other hazards can be present in the shallows. Maintain at least 1.5 ft water depth and travel at slow speeds.,17110004,,,,,48.7717113900,-122.6790879200,,,,GPS-Unspecified,WGS84,-8.4036671E-2,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0003,SW003,River/Stream,Nutrients and TOC sampled quarterly. Site has been known for heavy beaver activity. Samples collected from top of culvert or from left bank of channel. Be ware of fencing and barbed wire. Site also has a temperature logger present that is downloaded monthly.,17110004,,,,,48.8071325900,-122.6626604000,,,,GPS-Unspecified,WGS84,10.683551,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0004,SW006,Ocean,"At least 1.5  feet of water is needed to cross over the shallow, often exposed beach connecting Portage Island to Gooseberry Point (the horn).  Head south around the horn and try to cut across channel in the middle of crossing at a perpendicular angle (an easterly direction) while checking visually for maximum water depth.",17110004,,,,,48.7129117800,-122.6267389300,,,,GPS-Unspecified,WGS84,0.60859138,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0007,SW009,River/Stream,Samples are collected from left bank. Site also has a temperature logger that is downloaded quarterly.,17110004,,,,,48.8186216000,-122.6124477000,,,,GPS-Unspecified,WGS84,8.3204899,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0013,SW015,Channelized Stream,Samples are collected from culvert on East side of Lummi Shore Road.  Site is sampled monthly for bacteria and other water quality parameters and quarterly for nutrients. Site also has a temperature logger present that is downloaded monthly.,17110004,,,,,48.8031359200,-122.6243092200,,,,GPS-Unspecified,WGS84,7.9312859,ft,,,Topographic Map Interpolation,NAVD88,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0173,SW118,River/Stream,Sampled from right bank approx. 10 feet upstream of boat launch ramp.  Site monitored three to four times monthly for bacteria and other water quality parameters.,17110004,,,,,48.7906780000,-122.5907000000,,,,GPS-Unspecified,WGS84,,,,,,,US,53,073,,,,,,,,,,STORET
LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),LUMMINSN_WQX-LUMMI0684,SW135,River/Stream,This site replaced SR005 after it was added to the Surface Water Monitoring Project. Data analyzed for SW135 should also include data logged under SR005 from 2019 onward.,17110004,,,,,48.8107190000,-122.6273830000,,,,GPS-Unspecified,NAD83,9.1300001,ft,,,Altimetry,NAVD88,US,53,073,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10001,NLA_WA-10001,Lake,,17080004,,,,,46.2667530000,-121.6296480000,,,,GPS-Unspecified,NAD83,1287.75,m,,,Digital Elevation Model,NAVD88,US,53,059,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10002,NLA_WA-10002,Lake,,17020009,,,,,48.5014110000,-120.7378730000,,,,GPS-Unspecified,NAD83,1461.41,m,,,Digital Elevation Model,NAVD88,US,53,007,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10005,NLA_WA-10005,Lake,,17030001,,,,,47.3106200000,-121.2989000000,,,,GPS-Unspecified,NAD83,733,m,,,Digital Elevation Model,NAVD88,US,53,037,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10017,NLA_WA-10017,Lake,,17080005,,,,,46.4976900000,-122.4059000000,,,,GPS-Unspecified,NAD83,237,m,,,Digital Elevation Model,NAVD88,US,53,041,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10022,NLA_WA-10022,Lake,,17020012,,,,,47.7311900000,-119.5903000000,,,,GPS-Unspecified,NAD83,559,m,,,Digital Elevation Model,NAVD88,US,53,017,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10040,NLA_WA-10040,Lake,,17100106,,,,,46.4318000000,-124.0352000000,,,,GPS-Unspecified,NAD83,4,m,,,Digital Elevation Model,NAVD88,US,53,049,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10041,NLA_WA-10041,Lake,,17010308,,,,,48.1539500000,-117.3185000000,,,,GPS-Unspecified,NAD83,682,m,,,Digital Elevation Model,NAVD88,US,53,051,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10042,NLA_WA-10042,Lake,,17110019,,,,,47.4095300000,-122.7843000000,,,,GPS-Unspecified,NAD83,63,m,,,Digital Elevation Model,NAVD88,US,53,035,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10052,NLA_WA-10052,Lake,,17020009,,,,,47.9180500000,-120.1638000000,,,,GPS-Unspecified,NAD83,375,m,,,Digital Elevation Model,NAVD88,US,53,007,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10062,NLA_WA-10062,Lake,,17020014,,,,,47.5887388900,-119.3227985000,,,,GPS-Unspecified,NAD83,376.66,m,,,Digital Elevation Model,NAVD88,US,53,025,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NLA_WA-10070,NLA_WA-10070,Lake,,17110013,,,,,47.3508500000,-121.9925000000,,,,GPS-Unspecified,NAD83,180,m,,,Digital Elevation Model,NAVD88,US,53,033,,,,,,,,,,STORET
